cust_id,target
id00568033,0.17
id00568038,0.26
id00568039,0.36
id00568040,0.35
id00568041,0.41
id00568047,0.19
id00568051,0.22
id00568058,0.08
id00568059,0.28
id00568060,0.42
id00568061,0.63
id00568064,0.3
id00568069,0.24
id00568070,0.16
id00568073,0.39
id00568075,0.42
id00568079,0.25
id00568080,0.27
id00568082,0.2
id00568083,0.28
id00568088,0.3
id00568089,0.42
id00568092,0.37
id00568096,0.28
id00568097,0.33
id00568101,0.26
id00568103,0.3
id00568105,0.51
id00568107,0.38
id00568108,0.21
id00568109,0.33
id00568118,0.3
id00568120,0.31
id00568123,0.38
id00568124,0.41
id00568126,0.34
id00568127,0.35
id00568128,0.52
id00568130,0.31
id00568134,0.34
id00568137,0.26
id00568142,0.25
id00568143,0.37
id00568152,0.41
id00568153,0.37
id00568154,0.23
id00568161,0.52
id00568162,0.35
id00568164,0.38
id00568165,0.4
id00568169,0.59
id00568171,0.13
id00568172,0.32
id00568174,0.43
id00568179,0.19
id00568182,0.35
id00568183,0.34
id00568188,0.28
id00568189,0.23
id00568191,0.21
id00568193,0.37
id00568194,0.23
id00568195,0.44
id00568197,0.25
id00568199,0.31
id00568202,0.24
id00568204,0.4
id00568207,0.48
id00568210,0.21
id00568213,0.41
id00568214,0.38
id00568215,0.45
id00568217,0.37
id00568221,0.12
id00568224,0.45
id00568227,0.22
id00568228,0.24
id00568235,0.32
id00568240,0.15
id00568241,0.24
id00568243,0.28
id00568244,0.23
id00568247,0.42
id00568248,0.2
id00568251,0.23
id00568254,0.27
id00568256,0.05
id00568262,0.13
id00568263,0.31
id00568265,0.32
id00568270,0.48
id00568271,0.25
id00568273,0.16
id00568274,0.42
id00568275,0.4
id00568277,0.13
id00568278,0.1
id00568282,0.33
id00568286,0.26
id00568287,0.17
id00568289,0.32
id00568290,0.33
id00568292,0.49
id00568294,0.31
id00568297,0.36
id00568299,0.16
id00568300,0.35
id00568305,0.27
id00568307,0.45
id00568309,0.21
id00568311,0.25
id00568313,0.33
id00568314,0.35
id00568316,0.32
id00568318,0.34
id00568319,0.39
id00568321,0.39
id00568322,0.44
id00568323,0.23
id00568330,0.18
id00568336,0.2
id00568339,0.36
id00568340,0.4
id00568343,0.48
id00568344,0.06
id00568349,0.46
id00568352,0.31
id00568353,0.2
id00568356,0.39
id00568357,0.42
id00568359,0.34
id00568360,0.29
id00568361,0.12
id00568363,0.33
id00568365,0.31
id00568368,0.11
id00568369,0.47
id00568370,0.51
id00568373,0.46
id00568374,0.11
id00568384,0.34
id00568385,0.13
id00568390,0.32
id00568391,0.29
id00568392,0.43
id00568395,0.24
id00568396,0.18
id00568397,0.3
id00568400,0.23
id00568401,0.31
id00568403,0.2
id00568408,0.43
id00568409,0.44
id00568411,0.15
id00568413,0.31
id00568414,0.12
id00568418,0.32
id00568419,0.25
id00568420,0.29
id00568422,0.28
id00568424,0.14
id00568425,0.02
id00568435,0.3
id00568440,0.29
id00568441,0.23
id00568445,0.4
id00568450,0.38
id00568458,0.34
id00568465,0.37
id00568466,0.33
id00568467,0.52
id00568468,0.19
id00568469,0.13
id00568472,0.42
id00568473,0.34
id00568481,0.31
id00568487,0.43
id00568490,0.08
id00568491,0.16
id00568495,0.26
id00568502,0.38
id00568503,0.32
id00568504,0.23
id00568506,0.32
id00568507,0.23
id00568508,0.44
id00568510,0.14
id00568511,0.39
id00568514,0.44
id00568516,0.33
id00568518,0.4
id00568519,0.34
id00568520,0.29
id00568521,0.28
id00568523,0.17
id00568525,0.45
id00568526,0.23
id00568528,0.44
id00568529,0.33
id00568536,0.46
id00568538,0.4
id00568547,0.51
id00568549,0.29
id00568553,0.3
id00568554,0.33
id00568555,0.26
id00568561,0.18
id00568564,0.24
id00568565,0.29
id00568566,0.37
id00568573,0.12
id00568574,0.22
id00568579,0.41
id00568580,0.22
id00568582,0.33
id00568590,0.38
id00568591,0.15
id00568593,0.24
id00568595,0.43
id00568601,0.27
id00568602,0.18
id00568604,0.24
id00568607,0.13
id00568608,0.3
id00568611,0.51
id00568612,0.27
id00568615,0.29
id00568621,0.36
id00568623,0.21
id00568625,0.31
id00568627,0.23
id00568629,0.1
id00568632,0.25
id00568636,0.39
id00568639,0.3
id00568640,0.52
id00568641,0.21
id00568647,0.29
id00568648,0.31
id00568652,0.36
id00568653,0.26
id00568656,0.54
id00568658,0.37
id00568659,0.44
id00568663,0.29
id00568668,0.05
id00568670,0.25
id00568675,0.36
id00568680,0.41
id00568685,0.32
id00568688,0.4
id00568692,0.39
id00568693,0.22
id00568695,0.19
id00568697,0.31
id00568698,0.3
id00568699,0.13
id00568700,0.34
id00568702,0.12
id00568704,0.12
id00568711,0.16
id00568712,0.38
id00568713,0.29
id00568715,0.13
id00568716,0.56
id00568717,0.52
id00568723,0.37
id00568724,0.34
id00568725,0.38
id00568727,0.38
id00568728,0.19
id00568730,0.27
id00568731,0.34
id00568733,0.17
id00568737,0.47
id00568739,0.46
id00568741,0.5
id00568742,0.14
id00568744,0.33
id00568745,0.52
id00568746,0.27
id00568747,0.38
id00568748,0.39
id00568749,0.27
id00568751,0.5
id00568754,0.27
id00568760,0.24
id00568761,0.37
id00568763,0.44
id00568764,0.5
id00568767,0.48
id00568769,0.6
id00568770,0.39
id00568773,0.42
id00568777,0.47
id00568780,0.33
id00568782,0.33
id00568783,0.15
id00568785,0.34
id00568787,0.31
id00568789,0.34
id00568793,0.46
id00568797,0.28
id00568799,0.09
id00568800,0.4
id00568804,0.4
id00568805,0.46
id00568807,0.43
id00568808,0.2
id00568809,0.32
id00568810,0.03
id00568812,0.29
id00568817,0.22
id00568823,0.37
id00568825,0.43
id00568829,0.33
id00568830,0.36
id00568832,0.17
id00568833,0.35
id00568834,0.2
id00568835,0.48
id00568836,0.49
id00568841,0.43
id00568842,0.43
id00568844,0.3
id00568845,0.4
id00568849,0.27
id00568851,0.4
id00568856,0.39
id00568862,0.28
id00568864,0.41
id00568871,0.39
id00568880,0.35
id00568886,0.1
id00568887,0.31
id00568888,0.2
id00568892,0.33
id00568893,0.42
id00568894,0.28
id00568899,0.26
id00568901,0.33
id00568903,0.35
id00568905,0.3
id00568907,0.2
id00568911,0.22
id00568913,0.29
id00568916,0.22
id00568919,0.48
id00568920,0.28
id00568921,0.35
id00568922,0.25
id00568931,0.35
id00568935,0.17
id00568936,0.23
id00568940,0.27
id00568941,0.33
id00568944,0.21
id00568946,0.41
id00568949,0.27
id00568950,0.37
id00568951,0.41
id00568953,0.28
id00568954,0.15
id00568956,0.39
id00568958,0.33
id00568959,0.07
id00568961,0.23
id00568962,0.45
id00568964,0.38
id00568965,0.59
id00568968,0.42
id00568971,0.43
id00568973,0.23
id00568976,0.29
id00568977,0.29
id00568980,0.26
id00568981,0.04
id00568982,0.39
id00568983,0.33
id00568986,0.24
id00568987,0.38
id00568994,0.41
id00568997,0.47
id00568998,0.38
id00569001,0.51
id00569003,0.31
id00569007,0.33
id00569011,0.38
id00569013,0.34
id00569021,0.36
id00569022,0.21
id00569023,0.38
id00569024,0.34
id00569025,0.25
id00569026,0.19
id00569030,0.35
id00569031,0.45
id00569033,0.41
id00569036,0.42
id00569037,0.36
id00569039,0.33
id00569042,0.34
id00569044,0.27
id00569046,0.26
id00569049,0.08
id00569050,0.37
id00569052,0.42
id00569054,0.41
id00569057,0.27
id00569059,0.16
id00569061,0.38
id00569063,0.38
id00569069,0.36
id00569071,0.11
id00569074,0.25
id00569076,0.14
id00569077,0.35
id00569078,0.19
id00569080,0.31
id00569081,0.27
id00569086,0.41
id00569087,0.31
id00569090,0.29
id00569092,0.3
id00569094,0.19
id00569096,0.41
id00569102,0.5
id00569106,0.38
id00569107,0.3
id00569109,0.16
id00569113,0.39
id00569114,0.14
id00569127,0.46
id00569128,0.3
id00569130,0.38
id00569131,0.33
id00569133,0.35
id00569134,0.13
id00569136,0.45
id00569137,0.23
id00569138,0.25
id00569140,0.33
id00569145,0.35
id00569148,0.24
id00569153,0.39
id00569156,0.33
id00569159,0.31
id00569160,0.41
id00569162,0.29
id00569165,0.28
id00569168,0.42
id00569169,0.37
id00569172,0.37
id00569174,0.46
id00569177,0.32
id00569179,0.35
id00569181,0.08
id00569182,0.36
id00569183,0.24
id00569184,0.31
id00569186,0.46
id00569191,0.38
id00569192,0.09
id00569197,0.47
id00569200,0.19
id00569201,0.47
id00569204,0.17
id00569206,0.43
id00569211,0.31
id00569215,0.41
id00569217,0.3
id00569220,0.3
id00569221,0.39
id00569222,0.26
id00569224,0.44
id00569227,0.38
id00569228,0.49
id00569232,0.39
id00569233,0.38
id00569234,0.22
id00569238,0.2
id00569243,0.21
id00569246,0.44
id00569252,0.31
id00569254,0.19
id00569257,0.34
id00569262,0.16
id00569265,0.4
id00569267,0.34
id00569269,0.46
id00569272,0.34
id00569278,0.28
id00569280,0.48
id00569284,0.36
id00569295,0.28
id00569296,0.51
id00569301,0.48
id00569302,0.36
id00569304,0.49
id00569310,0.18
id00569312,0.42
id00569317,0.28
id00569322,0.25
id00569324,0.29
id00569330,0.46
id00569332,0.39
id00569333,0.31
id00569338,0.4
id00569342,0.33
id00569343,0.32
id00569344,0.42
id00569345,0.44
id00569347,0.39
id00569348,0.42
id00569351,0.41
id00569355,0.32
id00569360,0.2
id00569365,0.44
id00569369,0.33
id00569370,0.23
id00569371,0.44
id00569376,0.21
id00569377,0.27
id00569378,0.18
id00569383,0.36
id00569385,0.26
id00569386,0.31
id00569387,0.35
id00569389,0.38
id00569390,0.35
id00569392,0.2
id00569395,0.18
id00569398,0.23
id00569399,0.35
id00569402,0.21
id00569403,0.41
id00569404,0.31
id00569405,0.11
id00569407,0.23
id00569409,0.33
id00569410,0.28
id00569412,0.28
id00569417,0.24
id00569421,0.28
id00569426,0.29
id00569430,0.2
id00569434,0.23
id00569440,0.4
id00569447,0.28
id00569457,0.39
id00569459,0.44
id00569464,0.29
id00569466,0.29
id00569467,0.3
id00569468,0.34
id00569470,0.09
id00569472,0.29
id00569475,0.29
id00569476,0.27
id00569479,0.24
id00569481,0.28
id00569482,0.46
id00569486,0.34
id00569488,0.38
id00569491,0.36
id00569494,0.1
id00569499,0.35
id00569502,0.39
id00569505,0.26
id00569506,0.24
id00569507,0.36
id00569511,0.48
id00569512,0.38
id00569514,0.36
id00569518,0.18
id00569524,0.45
id00569525,0.29
id00569527,0.32
id00569529,0.28
id00569530,0.43
id00569532,0.24
id00569538,0.33
id00569539,0.1
id00569543,0.25
id00569544,0.25
id00569552,0.24
id00569555,0.29
id00569559,0.27
id00569563,0.4
id00569564,0.39
id00569565,0.3
id00569572,0.36
id00569574,0.35
id00569578,0.35
id00569580,0.31
id00569582,0.45
id00569589,0.24
id00569591,0.57
id00569595,0.41
id00569598,0.07
id00569599,0.33
id00569603,0.3
id00569604,0.44
id00569605,0.33
id00569606,0.39
id00569608,0.08
id00569609,0.29
id00569613,0.4
id00569615,0.37
id00569616,0.35
id00569618,0.34
id00569619,0.31
id00569620,0.35
id00569624,0.56
id00569626,0.43
id00569627,0.16
id00569629,0.4
id00569630,0.4
id00569632,0.24
id00569634,0.51
id00569639,0.26
id00569643,0.3
id00569644,0.35
id00569645,0.36
id00569647,0.4
id00569648,0.46
id00569654,0.45
id00569659,0.42
id00569661,0.4
id00569666,0.37
id00569675,0.38
id00569677,0.49
id00569680,0.31
id00569681,0.34
id00569683,0.38
id00569685,0.48
id00569687,0.17
id00569688,0.49
id00569689,0.4
id00569695,0.25
id00569698,0.36
id00569705,0.39
id00569706,0.24
id00569707,0.23
id00569708,0.34
id00569709,0.27
id00569711,0.41
id00569712,0.3
id00569713,0.3
id00569714,0.38
id00569715,0.27
id00569717,0.24
id00569718,0.16
id00569719,0.38
id00569721,0.43
id00569722,0.51
id00569724,0.38
id00569729,0.34
id00569731,0.4
id00569734,0.37
id00569735,0.42
id00569739,0.37
id00569741,0.05
id00569744,0.29
id00569746,0.35
id00569747,0.48
id00569748,0.17
id00569753,0.35
id00569756,0.38
id00569757,0.41
id00569761,0.37
id00569766,0.23
id00569768,0.47
id00569774,0.46
id00569776,0.31
id00569783,0.42
id00569789,0.44
id00569795,0.41
id00569796,0.38
id00569798,0.35
id00569800,0.3
id00569802,0.13
id00569803,0.6
id00569804,0.2
id00569806,0.32
id00569812,0.26
id00569813,0.39
id00569815,0.34
id00569816,0.32
id00569817,0.34
id00569821,0.41
id00569827,0.47
id00569828,0.34
id00569829,0.29
id00569837,0.55
id00569838,0.46
id00569839,0.45
id00569840,0.54
id00569842,0.37
id00569843,0.51
id00569844,0.25
id00569845,0.25
id00569852,0.26
id00569854,0.57
id00569857,0.27
id00569859,0.41
id00569861,0.35
id00569867,0.3
id00569872,0.23
id00569875,0.23
id00569880,0.46
id00569881,0.26
id00569882,0.42
id00569884,0.34
id00569890,0.2
id00569892,0.16
id00569898,0.35
id00569899,0.23
id00569901,0.27
id00569903,0.41
id00569904,0.38
id00569906,0.46
id00569907,0.47
id00569910,0.33
id00569921,0.29
id00569922,0.4
id00569923,0.48
id00569927,0.41
id00569928,0.35
id00569929,0.31
id00569933,0.35
id00569938,0.39
id00569939,0.22
id00569940,0.29
id00569948,0.1
id00569951,0.34
id00569952,0.39
id00569953,0.4
id00569954,0.34
id00569956,0.3
id00569960,0.29
id00569962,0.32
id00569963,0.26
id00569965,0.39
id00569966,0.38
id00569967,0.47
id00569968,0.34
id00569969,0.22
id00569974,0.41
id00569976,0.31
id00569979,0.37
id00569986,0.38
id00569990,0.34
id00569991,0.44
id00569992,0.23
id00569996,0.32
id00569997,0.27
id00570001,0.49
id00570005,0.43
id00570006,0.41
id00570008,0.33
id00570015,0.37
id00570018,0.34
id00570019,0.3
id00570021,0.25
id00570024,0.29
id00570026,0.21
id00570029,0.42
id00570035,0.38
id00570041,0.34
id00570047,0.43
id00570050,0.44
id00570051,0.32
id00570052,0.11
id00570055,0.28
id00570057,0.31
id00570059,0.14
id00570060,0.19
id00570064,0.09
id00570066,0.43
id00570067,0.28
id00570069,0.27
id00570070,0.31
id00570071,0.23
id00570075,0.24
id00570076,0.21
id00570077,0.44
id00570081,0.05
id00570082,0.39
id00570083,0.21
id00570085,0.42
id00570086,0.42
id00570087,0.13
id00570092,0.37
id00570094,0.32
id00570098,0.37
id00570099,0.35
id00570100,0.42
id00570105,0.39
id00570106,0.19
id00570107,0.43
id00570110,0.41
id00570112,0.35
id00570115,0.21
id00570116,0.31
id00570117,0.45
id00570121,0.39
id00570123,0.16
id00570129,0.2
id00570130,0.35
id00570134,0.44
id00570137,0.36
id00570141,0.34
id00570142,0.4
id00570143,0.34
id00570145,0.47
id00570146,0.35
id00570148,0.33
id00570155,0.4
id00570156,0.27
id00570159,0.37
id00570160,0.34
id00570161,0.26
id00570163,0.05
id00570164,0.4
id00570165,0.31
id00570167,0.52
id00570168,0.27
id00570169,0.34
id00570170,0.47
id00570171,0.4
id00570172,0.12
id00570173,0.36
id00570175,0.3
id00570181,0.37
id00570182,0.11
id00570184,0.4
id00570186,0.09
id00570187,0.37
id00570188,0.43
id00570193,0.34
id00570194,0.26
id00570195,0.3
id00570198,0.31
id00570201,0.56
id00570204,0.24
id00570206,0.34
id00570208,0.27
id00570209,0.31
id00570210,0.16
id00570211,0.27
id00570217,0.27
id00570222,0.28
id00570228,0.28
id00570231,0.23
id00570235,0.43
id00570236,0.45
id00570237,0.32
id00570238,0.39
id00570240,0.25
id00570242,0.43
id00570244,0.4
id00570253,0.22
id00570258,0.37
id00570259,0.16
id00570260,0.35
id00570264,0.37
id00570266,0.45
id00570267,0.25
id00570268,0.38
id00570270,0.39
id00570279,0.38
id00570280,0.22
id00570295,0.33
id00570298,0.24
id00570300,0.17
id00570301,0.28
id00570303,0.38
id00570304,0.29
id00570307,0.25
id00570308,0.38
id00570317,0.38
id00570319,0.41
id00570321,0.14
id00570322,0.27
id00570323,0.31
id00570330,0.21
id00570331,0.23
id00570332,0.31
id00570333,0.51
id00570334,0.26
id00570335,0.43
id00570340,0.48
id00570341,0.3
id00570343,0.41
id00570344,0.39
id00570345,0.45
id00570348,0.12
id00570355,0.38
id00570359,0.44
id00570362,0.38
id00570365,0.54
id00570368,0.29
id00570370,0.34
id00570372,0.33
id00570374,0.18
id00570377,0.2
id00570380,0.22
id00570381,0.48
id00570382,0.36
id00570385,0.51
id00570388,0.35
id00570395,0.29
id00570396,0.34
id00570402,0.43
id00570405,0.3
id00570406,0.4
id00570409,0.19
id00570412,0.51
id00570413,0.26
id00570414,0.32
id00570417,0.61
id00570420,0.43
id00570422,0.43
id00570427,0.43
id00570429,0.25
id00570430,0.41
id00570439,0.31
id00570442,0.29
id00570445,0.29
id00570448,0.45
id00570449,0.1
id00570451,0.22
id00570452,0.2
id00570454,0.48
id00570455,0.39
id00570456,0.28
id00570457,0.34
id00570460,0.32
id00570467,0.2
id00570468,0.37
id00570469,0.37
id00570470,0.43
id00570479,0.34
id00570486,0.29
id00570487,0.45
id00570490,0.24
id00570494,0.1
id00570495,0.39
id00570496,0.27
id00570497,0.55
id00570498,0.27
id00570500,0.37
id00570504,0.3
id00570507,0.32
id00570508,0.41
id00570513,0.46
id00570518,0.36
id00570521,0.33
id00570523,0.42
id00570524,0.27
id00570529,0.39
id00570530,0.45
id00570531,0.25
id00570532,0.45
id00570533,0.36
id00570537,0.42
id00570540,0.38
id00570544,0.45
id00570548,0.13
id00570549,0.29
id00570551,0.4
id00570553,0.42
id00570556,0.22
id00570558,0.33
id00570560,0.34
id00570561,0.21
id00570563,0.44
id00570564,0.27
id00570566,0.42
id00570567,0.33
id00570570,0.3
id00570571,0.22
id00570573,0.29
id00570576,0.2
id00570578,0.31
id00570580,0.44
id00570581,0.26
id00570583,0.32
id00570584,0.52
id00570585,0.32
id00570590,0.32
id00570593,0.23
id00570596,0.47
id00570598,0.34
id00570600,0.41
id00570602,0.31
id00570605,0.37
id00570608,0.21
id00570610,0.37
id00570612,0.4
id00570613,0.33
id00570614,0.52
id00570616,0.37
id00570619,0.4
id00570622,0.33
id00570623,0.35
id00570630,0.14
id00570633,0.29
id00570634,0.38
id00570638,0.4
id00570639,0.38
id00570643,0.3
id00570644,0.34
id00570651,0.26
id00570652,0.44
id00570655,0.27
id00570656,0.32
id00570657,0.38
id00570658,0.34
id00570660,0.44
id00570661,0.43
id00570662,0.35
id00570664,0.51
id00570667,0.28
id00570669,0.32
id00570671,0.31
id00570673,0.4
id00570674,0.26
id00570677,0.25
id00570678,0.07
id00570679,0.37
id00570682,0.31
id00570683,0.35
id00570684,0.34
id00570691,0.32
id00570694,0.35
id00570695,0.42
id00570696,0.3
id00570699,0.53
id00570700,0.41
id00570707,0.38
id00570712,0.51
id00570714,0.44
id00570715,0.32
id00570716,0.54
id00570718,0.35
id00570719,0.42
id00570721,0.23
id00570723,0.3
id00570724,0.18
id00570727,0.18
id00570730,0.4
id00570732,0.41
id00570734,0.47
id00570735,0.53
id00570736,0.43
id00570737,0.48
id00570739,0.34
id00570742,0.21
id00570746,0.34
id00570749,0.08
id00570752,0.21
id00570756,0.48
id00570758,0.32
id00570760,0.43
id00570761,0.37
id00570765,0.34
id00570766,0.13
id00570768,0.37
id00570771,0.35
id00570774,0.27
id00570779,0.3
id00570782,0.14
id00570783,0.43
id00570784,0.24
id00570786,0.33
id00570799,0.37
id00570801,0.42
id00570802,0.24
id00570812,0.4
id00570817,0.41
id00570819,0.53
id00570820,0.42
id00570824,0.33
id00570825,0.39
id00570829,0.36
id00570830,0.36
id00570831,0.22
id00570832,0.31
id00570838,0.38
id00570839,0.36
id00570840,0.34
id00570841,0.19
id00570845,0.39
id00570848,0.41
id00570850,0.33
id00570854,0.34
id00570861,0.17
id00570862,0.28
id00570863,0.57
id00570865,0.22
id00570869,0.16
id00570872,0.25
id00570876,0.43
id00570878,0.38
id00570880,0.33
id00570881,0.41
id00570885,0.37
id00570896,0.13
id00570900,0.32
id00570901,0.49
id00570906,0.28
id00570915,0.53
id00570921,0.36
id00570924,0.41
id00570926,0.17
id00570928,0.28
id00570930,0.3
id00570934,0.3
id00570935,0.45
id00570936,0.35
id00570938,0.23
id00570944,0.21
id00570946,0.38
id00570948,0.4
id00570949,0.36
id00570950,0.5
id00570952,0.17
id00570954,0.49
id00570958,0.42
id00570962,0.39
id00570965,0.25
id00570966,0.42
id00570971,0.44
id00570972,0.42
id00570973,0.57
id00570974,0.1
id00570975,0.28
id00570980,0.31
id00570987,0.48
id00570991,0.5
id00570995,0.31
id00570998,0.33
id00570999,0.29
id00571001,0.35
id00571004,0.39
id00571007,0.36
id00571008,0.33
id00571013,0.2
id00571016,0.43
id00571019,0.48
id00571020,0.34
id00571021,0.5
id00571022,0.41
id00571023,0.52
id00571024,0.22
id00571025,0.43
id00571028,0.24
id00571031,0.33
id00571035,0.4
id00571038,0.31
id00571040,0.25
id00571042,0.36
id00571043,0.35
id00571044,0.34
id00571048,0.34
id00571051,0.21
id00571052,0.37
id00571053,0.4
id00571055,0.5
id00571056,0.28
id00571057,0.3
id00571058,0.27
id00571060,0.25
id00571073,0.32
id00571074,0.41
id00571075,0.25
id00571078,0.39
id00571081,0.46
id00571087,0.34
id00571089,0.34
id00571099,0.43
id00571101,0.19
id00571103,0.39
id00571105,0.33
id00571106,0.16
id00571108,0.24
id00571111,0.48
id00571116,0.21
id00571118,0.42
id00571123,0.34
id00571124,0.35
id00571126,0.18
id00571127,0.2
id00571128,0.31
id00571131,0.26
id00571132,0.4
id00571135,0.42
id00571140,0.16
id00571141,0.28
id00571144,0.33
id00571148,0.43
id00571149,0.34
id00571151,0.34
id00571153,0.49
id00571156,0.3
id00571157,0.18
id00571158,0.32
id00571159,0.42
id00571160,0.48
id00571162,0.15
id00571166,0.38
id00571167,0.37
id00571168,0.39
id00571174,0.49
id00571180,0.38
id00571181,0.39
id00571182,0.28
id00571184,0.36
id00571186,0.38
id00571187,0.19
id00571188,0.45
id00571189,0.42
id00571190,0.37
id00571191,0.4
id00571192,0.21
id00571194,0.33
id00571195,0.27
id00571200,0.24
id00571203,0.32
id00571207,0.18
id00571209,0.31
id00571212,0.08
id00571213,0.17
id00571214,0.23
id00571215,0.21
id00571220,0.37
id00571221,0.51
id00571225,0.37
id00571230,0.28
id00571231,0.35
id00571234,0.49
id00571236,0.33
id00571239,0.38
id00571240,0.29
id00571243,0.34
id00571244,0.38
id00571249,0.47
id00571257,0.52
id00571259,0.21
id00571264,0.32
id00571274,0.13
id00571275,0.13
id00571277,0.11
id00571284,0.53
id00571286,0.25
id00571290,0.42
id00571292,0.37
id00571295,0.26
id00571296,0.26
id00571297,0.23
id00571299,0.43
id00571301,0.38
id00571302,0.51
id00571303,0.39
id00571305,0.3
id00571309,0.2
id00571312,0.24
id00571320,0.42
id00571327,0.55
id00571329,0.41
id00571334,0.34
id00571337,0.31
id00571340,0.23
id00571346,0.42
id00571347,0.24
id00571349,0.27
id00571351,0.37
id00571352,0.41
id00571353,0.28
id00571354,0.45
id00571355,0.16
id00571356,0.31
id00571359,0.44
id00571364,0.29
id00571365,0.51
id00571366,0.35
id00571367,0.36
id00571378,0.25
id00571381,0.2
id00571384,0.47
id00571385,0.35
id00571394,0.41
id00571396,0.41
id00571397,0.5
id00571399,0.51
id00571402,0.43
id00571405,0.39
id00571406,0.18
id00571407,0.37
id00571408,0.35
id00571413,0.19
id00571414,0.44
id00571415,0.32
id00571417,0.24
id00571420,0.3
id00571425,0.29
id00571431,0.39
id00571433,0.34
id00571436,0.4
id00571437,0.36
id00571443,0.32
id00571450,0.48
id00571451,0.26
id00571453,0.29
id00571454,0.19
id00571456,0.36
id00571457,0.09
id00571459,0.35
id00571462,0.44
id00571463,0.15
id00571465,0.25
id00571466,0.4
id00571469,0.37
id00571471,0.38
id00571472,0.37
id00571474,0.17
id00571478,0.47
id00571479,0.34
id00571480,0.34
id00571483,0.39
id00571484,0.18
id00571485,0.28
id00571486,0.2
id00571488,0.34
id00571490,0.43
id00571491,0.32
id00571492,0.4
id00571493,0.31
id00571494,0.31
id00571498,0.33
id00571504,0.35
id00571505,0.21
id00571506,0.4
id00571508,0.32
id00571509,0.43
id00571511,0.44
id00571514,0.33
id00571516,0.52
id00571517,0.22
id00571519,0.26
id00571522,0.52
id00571523,0.19
id00571530,0.43
id00571531,0.34
id00571532,0.13
id00571533,0.08
id00571534,0.51
id00571537,0.32
id00571544,0.35
id00571547,0.27
id00571548,0.37
id00571549,0.39
id00571551,0.43
id00571555,0.38
id00571558,0.29
id00571566,0.38
id00571567,0.26
id00571568,0.36
id00571570,0.4
id00571575,0.4
id00571576,0.4
id00571580,0.39
id00571581,0.33
id00571583,0.47
id00571585,0.47
id00571588,0.19
id00571589,0.4
id00571592,0.18
id00571597,0.4
id00571605,0.47
id00571606,0.39
id00571607,0.41
id00571610,0.26
id00571611,0.38
id00571613,0.27
id00571614,0.33
id00571615,0.37
id00571619,0.45
id00571620,0.19
id00571622,0.35
id00571625,0.32
id00571628,0.3
id00571629,0.44
id00571633,0.36
id00571634,0.29
id00571635,0.29
id00571637,0.34
id00571639,0.31
id00571640,0.12
id00571641,0.31
id00571643,0.27
id00571645,0.33
id00571646,0.17
id00571647,0.45
id00571648,0.25
id00571652,0.36
id00571653,0.28
id00571654,0.33
id00571656,0.42
id00571657,0.39
id00571663,0.37
id00571666,0.22
id00571667,0.35
id00571668,0.3
id00571676,0.39
id00571678,0.36
id00571688,0.41
id00571694,0.35
id00571695,0.28
id00571699,0.33
id00571702,0.15
id00571708,0.17
id00571710,0.33
id00571712,0.28
id00571714,0.44
id00571716,0.44
id00571719,0.09
id00571722,0.43
id00571726,0.23
id00571727,0.48
id00571729,0.4
id00571730,0.27
id00571731,0.3
id00571732,0.25
id00571734,0.36
id00571736,0.37
id00571738,0.27
id00571739,0.25
id00571740,0.33
id00571741,0.43
id00571748,0.48
id00571752,0.47
id00571755,0.14
id00571758,0.31
id00571759,0.26
id00571760,0.36
id00571762,0.17
id00571764,0.37
id00571766,0.31
id00571768,0.29
id00571769,0.14
id00571770,0.41
id00571771,0.34
id00571772,0.33
id00571773,0.51
id00571776,0.37
id00571777,0.26
id00571779,0.22
id00571782,0.38
id00571783,0.41
id00571784,0.12
id00571785,0.27
id00571786,0.43
id00571788,0.41
id00571790,0.33
id00571795,0.3
id00571799,0.45
id00571800,0.42
id00571805,0.12
id00571808,0.43
id00571812,0.42
id00571816,0.37
id00571817,0.39
id00571819,0.18
id00571820,0.35
id00571821,0.28
id00571822,0.37
id00571823,0.14
id00571825,0.41
id00571829,0.26
id00571830,0.46
id00571832,0.29
id00571835,0.17
id00571836,0.27
id00571842,0.37
id00571844,0.22
id00571845,0.29
id00571848,0.15
id00571855,0.53
id00571856,0.4
id00571858,0.29
id00571860,0.34
id00571863,0.42
id00571868,0.37
id00571869,0.41
id00571870,0.47
id00571873,0.54
id00571875,0.35
id00571876,0.15
id00571877,0.35
id00571879,0.46
id00571883,0.11
id00571887,0.42
id00571888,0.44
id00571889,0.32
id00571892,0.52
id00571894,0.31
id00571899,0.35
id00571900,0.34
id00571901,0.37
id00571905,0.43
id00571906,0.09
id00571909,0.33
id00571911,0.36
id00571917,0.23
id00571919,0.4
id00571922,0.41
id00571923,0.43
id00571924,0.25
id00571925,0.34
id00571926,0.13
id00571929,0.42
id00571930,0.3
id00571933,0.34
id00571934,0.38
id00571939,0.42
id00571941,0.29
id00571945,0.34
id00571946,0.38
id00571947,0.19
id00571950,0.17
id00571952,0.27
id00571953,0.34
id00571955,0.4
id00571960,0.1
id00571962,0.39
id00571963,0.41
id00571964,0.11
id00571966,0.4
id00571967,0.44
id00571969,0.31
id00571970,0.38
id00571973,0.41
id00571975,0.32
id00571977,0.39
id00571978,0.25
id00571979,0.17
id00571981,0.3
id00571984,0.33
id00571989,0.47
id00571990,0.43
id00571991,0.36
